VALOR_MAX;VALOR_MIN         ;VALOR_MED       ;FECHA_MAX                       ;FECHA_MIN ;FECHA         
5,6 ;1,3               ;2,66            ;14/01/13                        ;15/01/13  ;2013-01-14 00:00
4,7 ;1,1               ;2,94            ;16/01/13                        ;15/01/13  ;2013-01-15 00:00
8,4 ;4,4               ;6,29            ;16/01/13                        ;16/01/13  ;2013-01-16 00:00
7,5 ;2,3               ;4,75            ;17/01/13                        ;17/01/13  ;2013-01-17 00:00
12  ;3,1               ;8,3             ;18/01/13                        ;18/01/13  ;2013-01-18 00:00
10,5;4,6               ;8,1             ;19/01/13                        ;19/01/13  ;2013-01-19 00:00
6,1 ;2,5               ;3,8             ;20/01/13                        ;20/01/13  ;2013-01-20 00:00
6,5 ;-,8               ;3,61            ;21/01/13                        ;21/01/13  ;2013-01-21 00:00
3   ;-1,9              ;,44             ;22/01/13                        ;22/01/13  ;2013-01-22 00:00
3,9 ;-1,6              ;1,05            ;23/01/13                        ;23/01/13  ;2013-01-23 00:00
5   ;,2                ;2,15            ;24/01/13                        ;24/01/13  ;2013-01-24 00:00
7,1 ;0                 ;2,87            ;25/01/13                        ;25/01/13  ;2013-01-25 00:00
9,1 ;2,8               ;6,41            ;26/01/13                        ;26/01/13  ;2013-01-26 00:00
10,7;1,6               ;5,69            ;27/01/13                        ;27/01/13  ;2013-01-27 00:00
10,1;,3                ;5,31            ;28/01/13                        ;29/01/13  ;2013-01-28 00:00
11,4;-,2               ;4,32            ;29/01/13                        ;29/01/13  ;2013-01-29 00:00
14,5;2                 ;7,3             ;30/01/13                        ;30/01/13  ;2013-01-30 00:00
16,6;3,8               ;9,16            ;31/01/13                        ;31/01/13  ;2013-01-31 00:00
12,8;4,2               ;8               ;01/02/13                        ;01/02/13  ;2013-02-01 00:00
7,9 ;,5                ;2,76            ;02/02/13                        ;02/02/13  ;2013-02-02 00:00
5   ;-,5               ;2,1             ;03/02/13                        ;03/02/13  ;2013-02-03 00:00
11,1;3                 ;7,41            ;04/02/13                        ;04/02/13  ;2013-02-04 00:00
11,3;2,9               ;8,64            ;05/02/13                        ;06/02/13  ;2013-02-05 00:00
3,1 ;,2                ;1,89            ;06/02/13                        ;07/02/13  ;2013-02-06 00:00
3,8 ;-,3               ;1,46            ;07/02/13                        ;07/02/13  ;2013-02-07 00:00
3,6 ;,6                ;1,71            ;08/02/13                        ;08/02/13  ;2013-02-08 00:00
5,9 ;-,9               ;2,42            ;09/02/13                        ;09/02/13  ;2013-02-09 00:00
7,6 ;,2                ;3,69            ;10/02/13                        ;10/02/13  ;2013-02-10 00:00
4,9 ;-,6               ;2,48            ;11/02/13                        ;11/02/13  ;2013-02-11 00:00
4,1 ;-,2               ;1,91            ;12/02/13                        ;12/02/13  ;2013-02-12 00:00
9   ;2,9               ;5,67            ;13/02/13                        ;13/02/13  ;2013-02-13 00:00
10,9;5,6               ;8,19            ;14/02/13                        ;14/02/13  ;2013-02-14 00:00
10,9;2,2               ;7,29            ;15/02/13                        ;15/02/13  ;2013-02-15 00:00
11  ;-1,4              ;4,12            ;16/02/13                        ;16/02/13  ;2013-02-16 00:00
11,6;,2                ;5,22            ;17/02/13                        ;17/02/13  ;2013-02-17 00:00
11,3;4,5               ;7,4             ;18/02/13                        ;18/02/13  ;2013-02-18 00:00
10,6;6,7               ;8,21            ;19/02/13                        ;19/02/13  ;2013-02-19 00:00
12,8;3,3               ;7,67            ;20/02/13                        ;21/02/13  ;2013-02-20 00:00
12,3;3,2               ;7,81            ;21/02/13                        ;21/02/13  ;2013-02-21 00:00
8,9 ;1,9               ;5,81            ;22/02/13                        ;23/02/13  ;2013-02-22 00:00
1,7 ;-4,8              ;-1,77           ;23/02/13                        ;23/02/13  ;2013-02-23 00:00
3,2 ;-2                ;-,17            ;24/02/13                        ;24/02/13  ;2013-02-24 00:00
4,4 ;-2,3              ;,47             ;25/02/13                        ;25/02/13  ;2013-02-25 00:00
3,3 ;-2,4              ;,59             ;26/02/13                        ;27/02/13  ;2013-02-26 00:00
8,5 ;-3,6              ;2,04            ;27/02/13                        ;27/02/13  ;2013-02-27 00:00
9,1 ;,6                ;4,9             ;28/02/13                        ;28/02/13  ;2013-02-28 00:00
12,1;,5                ;5,36            ;01/03/13                        ;01/03/13  ;2013-03-01 00:00
11,6;-3,1              ;3,38            ;02/03/13                        ;02/03/13  ;2013-03-02 00:00
12,6;1,6               ;8,23            ;03/03/13                        ;03/03/13  ;2013-03-03 00:00
9,9 ;6,2               ;8,36            ;04/03/13                        ;04/03/13  ;2013-03-04 00:00
10,5;8,4               ;9,34            ;05/03/13                        ;05/03/13  ;2013-03-05 00:00
16,7;6,7               ;11,19           ;06/03/13                        ;06/03/13  ;2013-03-06 00:00
14,9;5,7               ;10,14           ;07/03/13                        ;07/03/13  ;2013-03-07 00:00
14,4;5,9               ;10,72           ;08/03/13                        ;08/03/13  ;2013-03-08 00:00
14,1;2,5               ;8,21            ;09/03/13                        ;09/03/13  ;2013-03-09 00:00
12,7;2,8               ;7,87            ;10/03/13                        ;10/03/13  ;2013-03-10 00:00
12,4;1,6               ;6,2             ;11/03/13                        ;11/03/13  ;2013-03-11 00:00
10,3;2,8               ;6,77            ;12/03/13                        ;13/03/13  ;2013-03-12 00:00
2,4 ;-1,3              ;,62             ;13/03/13                        ;13/03/13  ;2013-03-13 00:00
5,1 ;-,5               ;1,81            ;14/03/13                        ;14/03/13  ;2013-03-14 00:00
8,4 ;-,8               ;3,22            ;15/03/13                        ;16/03/13  ;2013-03-15 00:00
7,8 ;-,8               ;4,9             ;16/03/13                        ;16/03/13  ;2013-03-16 00:00
7,3 ;4,1               ;5,89            ;17/03/13                        ;18/03/13  ;2013-03-17 00:00
9,9 ;-,5               ;4,66            ;18/03/13                        ;18/03/13  ;2013-03-18 00:00
10,1;-,7               ;5,16            ;19/03/13                        ;19/03/13  ;2013-03-19 00:00
11,4;1,4               ;6,62            ;20/03/13                        ;21/03/13  ;2013-03-20 00:00
14,3;-,3               ;7,66            ;21/03/13                        ;21/03/13  ;2013-03-21 00:00
15,7;4,1               ;10,95           ;22/03/13                        ;23/03/13  ;2013-03-22 00:00
15,3;1,7               ;7,83            ;23/03/13                        ;23/03/13  ;2013-03-23 00:00
14,9;2,5               ;9,08            ;24/03/13                        ;24/03/13  ;2013-03-24 00:00
10,3;5,2               ;8,01            ;25/03/13                        ;25/03/13  ;2013-03-25 00:00
14,5;5,8               ;9,62            ;26/03/13                        ;26/03/13  ;2013-03-26 00:00
14,7;7,8               ;10,38           ;27/03/13                        ;27/03/13  ;2013-03-27 00:00
15,2;8,2               ;10,99           ;28/03/13                        ;28/03/13  ;2013-03-28 00:00
14,6;9,3               ;11,12           ;29/03/13                        ;29/03/13  ;2013-03-29 00:00
12,8;6,6               ;9,55            ;30/03/13                        ;30/03/13  ;2013-03-30 00:00
15,3;4,5               ;10,12           ;31/03/13                        ;31/03/13  ;2013-03-31 00:00
12  ;6,5               ;8,96            ;01/04/13                        ;01/04/13  ;2013-04-01 00:00
13,6;5,2               ;8,55            ;02/04/13                        ;02/04/13  ;2013-04-02 00:00
14,3;1,1               ;8,45            ;03/04/13                        ;03/04/13  ;2013-04-03 00:00
12,3;3,5               ;7,53            ;04/04/13                        ;05/04/13  ;2013-04-04 00:00
7,3 ;1,4               ;4,03            ;05/04/13                        ;05/04/13  ;2013-04-05 00:00
8   ;,6                ;3,7             ;06/04/13                        ;06/04/13  ;2013-04-06 00:00
10,3;1,5               ;6,4             ;07/04/13                        ;07/04/13  ;2013-04-07 00:00
12,2;4,5               ;8,57            ;08/04/13                        ;08/04/13  ;2013-04-08 00:00
15  ;4,1               ;9,68            ;09/04/13                        ;09/04/13  ;2013-04-09 00:00
18,1;3,9               ;11,18           ;10/04/13                        ;10/04/13  ;2013-04-10 00:00
18,8;5,8               ;12,95           ;11/04/13                        ;12/04/13  ;2013-04-11 00:00
16,3;3,9               ;10,13           ;12/04/13                        ;12/04/13  ;2013-04-12 00:00
20,3;4,2               ;12,69           ;13/04/13                        ;13/04/13  ;2013-04-13 00:00
22,7;12,5              ;17,33           ;14/04/13                        ;14/04/13  ;2013-04-14 00:00
24,3;13,5              ;17,67           ;15/04/13                        ;15/04/13  ;2013-04-15 00:00
23,5;9,8               ;16,39           ;16/04/13                        ;16/04/13  ;2013-04-16 00:00
25,6;10,7              ;18,55           ;17/04/13                        ;17/04/13  ;2013-04-17 00:00
21,3;9,1               ;14,82           ;18/04/13                        ;19/04/13  ;2013-04-18 00:00
13,3;6,3               ;9,29            ;19/04/13                        ;19/04/13  ;2013-04-19 00:00
14,9;5                 ;9,32            ;20/04/13                        ;20/04/13  ;2013-04-20 00:00
16  ;,5                ;8,74            ;21/04/13                        ;21/04/13  ;2013-04-21 00:00
14,5;4,9               ;9,34            ;22/04/13                        ;22/04/13  ;2013-04-22 00:00
18  ;2                 ;10,04           ;23/04/13                        ;23/04/13  ;2013-04-23 00:00
19,7;6,1               ;13,63           ;24/04/13                        ;24/04/13  ;2013-04-24 00:00
20  ;5,7               ;12,33           ;25/04/13                        ;25/04/13  ;2013-04-25 00:00
15,8;8,7               ;12,18           ;26/04/13                        ;26/04/13  ;2013-04-26 00:00
9,5 ;2,4               ;6,36            ;27/04/13                        ;27/04/13  ;2013-04-27 00:00
9,4 ;2,3               ;5,32            ;28/04/13                        ;28/04/13  ;2013-04-28 00:00
9,8 ;4                 ;6,76            ;29/04/13                        ;29/04/13  ;2013-04-29 00:00
11,6;4,9               ;7,28            ;30/04/13                        ;30/04/13  ;2013-04-30 00:00
13,4;5,7               ;9,03            ;01/05/13                        ;02/05/13  ;2013-05-01 00:00
11,9;3,7               ;7,72            ;02/05/13                        ;02/05/13  ;2013-05-02 00:00
16,1;5,9               ;10,86           ;03/05/13                        ;03/05/13  ;2013-05-03 00:00
19  ;2,2               ;10,8            ;04/05/13                        ;04/05/13  ;2013-05-04 00:00
19,3;4,8               ;12,48           ;05/05/13                        ;05/05/13  ;2013-05-05 00:00
22,7;5,2               ;14,31           ;06/05/13                        ;06/05/13  ;2013-05-06 00:00
20,7;10,4              ;15,53           ;07/05/13                        ;07/05/13  ;2013-05-07 00:00
20,9;12,9              ;16,61           ;08/05/13                        ;08/05/13  ;2013-05-08 00:00
18,8;10,2              ;14,2            ;09/05/13                        ;09/05/13  ;2013-05-09 00:00
16,5;5,8               ;11,46           ;10/05/13                        ;11/05/13  ;2013-05-10 00:00
16,3;4,1               ;10,25           ;11/05/13                        ;11/05/13  ;2013-05-11 00:00
15,1;6,8               ;10,62           ;12/05/13                        ;12/05/13  ;2013-05-12 00:00
22,5;2,2               ;12,67           ;13/05/13                        ;13/05/13  ;2013-05-13 00:00
17,9;7,4               ;13,06           ;14/05/13                        ;14/05/13  ;2013-05-14 00:00
13,5;5,6               ;8,86            ;15/05/13                        ;16/05/13  ;2013-05-15 00:00
12,6;3,4               ;7,44            ;16/05/13                        ;17/05/13  ;2013-05-16 00:00
11,6;2,9               ;7,51            ;17/05/13                        ;17/05/13  ;2013-05-17 00:00
10,5;3,1               ;6,68            ;18/05/13                        ;18/05/13  ;2013-05-18 00:00
13,7;5,8               ;9,2             ;19/05/13                        ;20/05/13  ;2013-05-19 00:00
15,3;3,6               ;9,42            ;20/05/13                        ;20/05/13  ;2013-05-20 00:00
12,3;,8                ;7,82            ;21/05/13                        ;21/05/13  ;2013-05-21 00:00
14,8;8,6               ;11,19           ;22/05/13                        ;22/05/13  ;2013-05-22 00:00
