VALOR_MAX;VALOR_MIN         ;VALOR_MED       ;FECHA_MAX                       ;FECHA_MIN ;FECHA         
,22 ;,2                ;,21             ;13/06/08                        ;13/06/08  ;2008-06-13 00:00
,2  ;,19               ;,2              ;14/06/08                        ;14/06/08  ;2008-06-14 00:00
,31 ;,19               ;,19             ;15/06/08                        ;15/06/08  ;2008-06-15 00:00
,4  ;,23               ;,29             ;16/06/08                        ;16/06/08  ;2008-06-16 00:00
,28 ;,22               ;,24             ;17/06/08                        ;17/06/08  ;2008-06-17 00:00
,22 ;,2                ;,21             ;18/06/08                        ;18/06/08  ;2008-06-18 00:00
,2  ;,19               ;,19             ;19/06/08                        ;19/06/08  ;2008-06-19 00:00
,19 ;,18               ;,19             ;20/06/08                        ;20/06/08  ;2008-06-20 00:00
,18 ;,18               ;,18             ;21/06/08                        ;21/06/08  ;2008-06-21 00:00
,18 ;,18               ;,18             ;22/06/08                        ;22/06/08  ;2008-06-22 00:00
,18 ;,18               ;,18             ;23/06/08                        ;23/06/08  ;2008-06-23 00:00
,18 ;,18               ;,18             ;24/06/08                        ;24/06/08  ;2008-06-24 00:00
,18 ;,18               ;,18             ;25/06/08                        ;25/06/08  ;2008-06-25 00:00
,32 ;,18               ;,18             ;27/06/08                        ;26/06/08  ;2008-06-26 00:00
,37 ;,18               ;,22             ;27/06/08                        ;27/06/08  ;2008-06-27 00:00
,18 ;,18               ;,18             ;28/06/08                        ;28/06/08  ;2008-06-28 00:00
,18 ;,18               ;,18             ;29/06/08                        ;29/06/08  ;2008-06-29 00:00
,18 ;,18               ;,18             ;30/06/08                        ;30/06/08  ;2008-06-30 00:00
,18 ;,18               ;,18             ;01/07/08                        ;01/07/08  ;2008-07-01 00:00
,18 ;,13               ;,16             ;02/07/08                        ;02/07/08  ;2008-07-02 00:00
,16 ;,11               ;,14             ;03/07/08                        ;03/07/08  ;2008-07-03 00:00
,16 ;,12               ;,15             ;04/07/08                        ;04/07/08  ;2008-07-04 00:00
,15 ;,14               ;,14             ;05/07/08                        ;05/07/08  ;2008-07-05 00:00
,16 ;,14               ;,14             ;06/07/08                        ;06/07/08  ;2008-07-06 00:00
,16 ;,14               ;,14             ;07/07/08                        ;07/07/08  ;2008-07-07 00:00
,15 ;,14               ;,14             ;08/07/08                        ;08/07/08  ;2008-07-08 00:00
,16 ;,12               ;,14             ;09/07/08                        ;09/07/08  ;2008-07-09 00:00
,15 ;,14               ;,14             ;10/07/08                        ;10/07/08  ;2008-07-10 00:00
,16 ;,14               ;,15             ;11/07/08                        ;11/07/08  ;2008-07-11 00:00
,19 ;,13               ;,16             ;12/07/08                        ;12/07/08  ;2008-07-12 00:00
,18 ;,15               ;,16             ;13/07/08                        ;13/07/08  ;2008-07-13 00:00
,16 ;,14               ;,15             ;14/07/08                        ;14/07/08  ;2008-07-14 00:00
,16 ;,15               ;,15             ;15/07/08                        ;15/07/08  ;2008-07-15 00:00
,17 ;,12               ;,15             ;16/07/08                        ;16/07/08  ;2008-07-16 00:00
,17 ;,12               ;,15             ;17/07/08                        ;17/07/08  ;2008-07-17 00:00
,17 ;,12               ;,16             ;18/07/08                        ;18/07/08  ;2008-07-18 00:00
,17 ;,13               ;,16             ;19/07/08                        ;19/07/08  ;2008-07-19 00:00
,18 ;,13               ;,16             ;20/07/08                        ;20/07/08  ;2008-07-20 00:00
,18 ;,13               ;,16             ;21/07/08                        ;21/07/08  ;2008-07-21 00:00
,18 ;,13               ;,16             ;22/07/08                        ;22/07/08  ;2008-07-22 00:00
,18 ;,13               ;,15             ;23/07/08                        ;23/07/08  ;2008-07-23 00:00
,17 ;,14               ;,16             ;24/07/08                        ;24/07/08  ;2008-07-24 00:00
,17 ;,13               ;,16             ;25/07/08                        ;25/07/08  ;2008-07-25 00:00
,17 ;,11               ;,16             ;26/07/08                        ;26/07/08  ;2008-07-26 00:00
,17 ;,13               ;,16             ;27/07/08                        ;27/07/08  ;2008-07-27 00:00
,17 ;,12               ;,16             ;28/07/08                        ;28/07/08  ;2008-07-28 00:00
,17 ;,11               ;,16             ;29/07/08                        ;29/07/08  ;2008-07-29 00:00
,17 ;,12               ;,16             ;30/07/08                        ;30/07/08  ;2008-07-30 00:00
,17 ;,11               ;,15             ;31/07/08                        ;31/07/08  ;2008-07-31 00:00
,18 ;,11               ;,15             ;01/08/08                        ;01/08/08  ;2008-08-01 00:00
,19 ;,11               ;,15             ;02/08/08                        ;02/08/08  ;2008-08-02 00:00
,18 ;,11               ;,15             ;03/08/08                        ;03/08/08  ;2008-08-03 00:00
,17 ;,11               ;,14             ;04/08/08                        ;04/08/08  ;2008-08-04 00:00
,17 ;,09               ;,13             ;05/08/08                        ;05/08/08  ;2008-08-05 00:00
,13 ;,1                ;,11             ;06/08/08                        ;06/08/08  ;2008-08-06 00:00
,13 ;,09               ;,12             ;07/08/08                        ;07/08/08  ;2008-08-07 00:00
,13 ;,09               ;,12             ;08/08/08                        ;08/08/08  ;2008-08-08 00:00
,14 ;,09               ;,11             ;09/08/08                        ;09/08/08  ;2008-08-09 00:00
,13 ;,09               ;,11             ;10/08/08                        ;10/08/08  ;2008-08-10 00:00
,13 ;,09               ;,11             ;11/08/08                        ;11/08/08  ;2008-08-11 00:00
,13 ;,1                ;,11             ;12/08/08                        ;12/08/08  ;2008-08-12 00:00
,13 ;,1                ;,11             ;13/08/08                        ;13/08/08  ;2008-08-13 00:00
,13 ;,09               ;,11             ;14/08/08                        ;14/08/08  ;2008-08-14 00:00
,13 ;,09               ;,11             ;15/08/08                        ;15/08/08  ;2008-08-15 00:00
,13 ;,1                ;,1              ;16/08/08                        ;16/08/08  ;2008-08-16 00:00
,13 ;,09               ;,1              ;17/08/08                        ;17/08/08  ;2008-08-17 00:00
,13 ;,09               ;,1              ;18/08/08                        ;18/08/08  ;2008-08-18 00:00
,13 ;,09               ;,11             ;19/08/08                        ;19/08/08  ;2008-08-19 00:00
,13 ;,09               ;,11             ;20/08/08                        ;20/08/08  ;2008-08-20 00:00
,13 ;,09               ;,11             ;21/08/08                        ;21/08/08  ;2008-08-21 00:00
,14 ;,09               ;,11             ;22/08/08                        ;22/08/08  ;2008-08-22 00:00
,13 ;,09               ;,11             ;23/08/08                        ;23/08/08  ;2008-08-23 00:00
,13 ;,09               ;,1              ;24/08/08                        ;24/08/08  ;2008-08-24 00:00
,13 ;,09               ;,11             ;25/08/08                        ;25/08/08  ;2008-08-25 00:00
,13 ;,09               ;,1              ;26/08/08                        ;26/08/08  ;2008-08-26 00:00
,13 ;,09               ;,11             ;27/08/08                        ;27/08/08  ;2008-08-27 00:00
,13 ;,1                ;,11             ;28/08/08                        ;28/08/08  ;2008-08-28 00:00
,14 ;,09               ;,11             ;29/08/08                        ;29/08/08  ;2008-08-29 00:00
,13 ;,09               ;,1              ;30/08/08                        ;30/08/08  ;2008-08-30 00:00
,1  ;,09               ;,1              ;31/08/08                        ;31/08/08  ;2008-08-31 00:00
    ;                  ;                ;                                ;          ;2008-09-01 00:00
,09 ;,05               ;,05             ;02/09/08                        ;02/09/08  ;2008-09-02 00:00
,09 ;,05               ;,06             ;03/09/08                        ;03/09/08  ;2008-09-03 00:00
,09 ;,05               ;,06             ;04/09/08                        ;04/09/08  ;2008-09-04 00:00
,08 ;,05               ;,06             ;05/09/08                        ;05/09/08  ;2008-09-05 00:00
,09 ;,05               ;,06             ;06/09/08                        ;06/09/08  ;2008-09-06 00:00
,08 ;,05               ;,06             ;07/09/08                        ;07/09/08  ;2008-09-07 00:00
,08 ;,05               ;,06             ;08/09/08                        ;08/09/08  ;2008-09-08 00:00
,09 ;,05               ;,06             ;09/09/08                        ;09/09/08  ;2008-09-09 00:00
,09 ;,05               ;,07             ;10/09/08                        ;10/09/08  ;2008-09-10 00:00
,1  ;,05               ;,07             ;11/09/08                        ;11/09/08  ;2008-09-11 00:00
,09 ;,06               ;,07             ;12/09/08                        ;12/09/08  ;2008-09-12 00:00
,09 ;,06               ;,07             ;13/09/08                        ;13/09/08  ;2008-09-13 00:00
,12 ;,06               ;,07             ;14/09/08                        ;14/09/08  ;2008-09-14 00:00
,1  ;,06               ;,07             ;15/09/08                        ;15/09/08  ;2008-09-15 00:00
,1  ;,06               ;,07             ;16/09/08                        ;16/09/08  ;2008-09-16 00:00
,1  ;,06               ;,07             ;17/09/08                        ;17/09/08  ;2008-09-17 00:00
,1  ;,06               ;,07             ;18/09/08                        ;18/09/08  ;2008-09-18 00:00
,1  ;,06               ;,07             ;19/09/08                        ;19/09/08  ;2008-09-19 00:00
,11 ;,06               ;,07             ;20/09/08                        ;20/09/08  ;2008-09-20 00:00
,1  ;,06               ;,07             ;21/09/08                        ;21/09/08  ;2008-09-21 00:00
,1  ;,06               ;,07             ;22/09/08                        ;22/09/08  ;2008-09-22 00:00
,1  ;,05               ;,07             ;23/09/08                        ;23/09/08  ;2008-09-23 00:00
,08 ;,05               ;,06             ;24/09/08                        ;24/09/08  ;2008-09-24 00:00
,09 ;,05               ;,06             ;25/09/08                        ;25/09/08  ;2008-09-25 00:00
,08 ;,05               ;,06             ;26/09/08                        ;26/09/08  ;2008-09-26 00:00
,09 ;,05               ;,06             ;27/09/08                        ;27/09/08  ;2008-09-27 00:00
,08 ;,05               ;,05             ;28/09/08                        ;28/09/08  ;2008-09-28 00:00
,08 ;,05               ;,05             ;29/09/08                        ;29/09/08  ;2008-09-29 00:00
,08 ;,05               ;,05             ;30/09/08                        ;30/09/08  ;2008-09-30 00:00
,08 ;,05               ;,06             ;01/10/08                        ;01/10/08  ;2008-10-01 00:00
,06 ;,06               ;,06             ;02/10/08                        ;02/10/08  ;2008-10-02 00:00
,06 ;,06               ;,06             ;03/10/08                        ;03/10/08  ;2008-10-03 00:00
,09 ;,05               ;,06             ;04/10/08                        ;04/10/08  ;2008-10-04 00:00
,09 ;,05               ;,06             ;05/10/08                        ;05/10/08  ;2008-10-05 00:00
,09 ;,05               ;,06             ;06/10/08                        ;06/10/08  ;2008-10-06 00:00
,09 ;,05               ;,06             ;07/10/08                        ;07/10/08  ;2008-10-07 00:00
,11 ;,05               ;,07             ;08/10/08                        ;08/10/08  ;2008-10-08 00:00
,09 ;,05               ;,06             ;09/10/08                        ;09/10/08  ;2008-10-09 00:00
,09 ;,05               ;,06             ;10/10/08                        ;10/10/08  ;2008-10-10 00:00
,08 ;,06               ;,06             ;11/10/08                        ;11/10/08  ;2008-10-11 00:00
,09 ;,05               ;,06             ;12/10/08                        ;12/10/08  ;2008-10-12 00:00
,09 ;,06               ;,06             ;13/10/08                        ;13/10/08  ;2008-10-13 00:00
,09 ;,05               ;,06             ;14/10/08                        ;14/10/08  ;2008-10-14 00:00
,08 ;,05               ;,06             ;15/10/08                        ;15/10/08  ;2008-10-15 00:00
,09 ;,05               ;,06             ;16/10/08                        ;16/10/08  ;2008-10-16 00:00
,06 ;,06               ;,06             ;17/10/08                        ;17/10/08  ;2008-10-17 00:00
,09 ;,05               ;,06             ;18/10/08                        ;18/10/08  ;2008-10-18 00:00
,09 ;,05               ;,06             ;19/10/08                        ;19/10/08  ;2008-10-19 00:00
,09 ;,05               ;,06             ;20/10/08                        ;20/10/08  ;2008-10-20 00:00
,06 ;,06               ;,06             ;21/10/08                        ;21/10/08  ;2008-10-21 00:00
,06 ;,06               ;,06             ;22/10/08                        ;22/10/08  ;2008-10-22 00:00
,09 ;,06               ;,06             ;23/10/08                        ;23/10/08  ;2008-10-23 00:00
,06 ;,06               ;,06             ;24/10/08                        ;24/10/08  ;2008-10-24 00:00
,06 ;,06               ;,06             ;25/10/08                        ;25/10/08  ;2008-10-25 00:00
,06 ;,06               ;,06             ;26/10/08                        ;26/10/08  ;2008-10-26 00:00
,06 ;,06               ;,06             ;27/10/08                        ;27/10/08  ;2008-10-27 00:00
,06 ;,06               ;,06             ;28/10/08                        ;28/10/08  ;2008-10-28 00:00
,06 ;,06               ;,06             ;29/10/08                        ;29/10/08  ;2008-10-29 00:00
,07 ;,06               ;,06             ;31/10/08                        ;30/10/08  ;2008-10-30 00:00
,14 ;,05               ;,08             ;31/10/08                        ;31/10/08  ;2008-10-31 00:00
,12 ;,07               ;,09             ;01/11/08                        ;01/11/08  ;2008-11-01 00:00
,25 ;,07               ;,14             ;02/11/08                        ;02/11/08  ;2008-11-02 00:00
,22 ;,14               ;,19             ;03/11/08                        ;04/11/08  ;2008-11-03 00:00
,14 ;,11               ;,12             ;04/11/08                        ;04/11/08  ;2008-11-04 00:00
,11 ;,1                ;,1              ;05/11/08                        ;05/11/08  ;2008-11-05 00:00
,13 ;,1                ;,11             ;06/11/08                        ;06/11/08  ;2008-11-06 00:00
,1  ;,08               ;,1              ;07/11/08                        ;07/11/08  ;2008-11-07 00:00
,1  ;,08               ;,1              ;08/11/08                        ;08/11/08  ;2008-11-08 00:00
,1  ;,06               ;,09             ;09/11/08                        ;09/11/08  ;2008-11-09 00:00
,1  ;,06               ;,08             ;10/11/08                        ;10/11/08  ;2008-11-10 00:00
,1  ;,05               ;,08             ;11/11/08                        ;11/11/08  ;2008-11-11 00:00
,1  ;,05               ;,08             ;12/11/08                        ;12/11/08  ;2008-11-12 00:00
,12 ;,09               ;,11             ;13/11/08                        ;13/11/08  ;2008-11-13 00:00
,12 ;,09               ;,11             ;14/11/08                        ;14/11/08  ;2008-11-14 00:00
,11 ;,09               ;,1              ;15/11/08                        ;15/11/08  ;2008-11-15 00:00
,11 ;,07               ;,1              ;16/11/08                        ;16/11/08  ;2008-11-16 00:00
,11 ;,07               ;,09             ;17/11/08                        ;17/11/08  ;2008-11-17 00:00
,11 ;,07               ;,09             ;18/11/08                        ;18/11/08  ;2008-11-18 00:00
,11 ;,07               ;,1              ;19/11/08                        ;19/11/08  ;2008-11-19 00:00
,11 ;,07               ;,1              ;20/11/08                        ;20/11/08  ;2008-11-20 00:00
,11 ;,08               ;,1              ;21/11/08                        ;21/11/08  ;2008-11-21 00:00
,13 ;,1                ;,12             ;22/11/08                        ;22/11/08  ;2008-11-22 00:00
,16 ;,14               ;,15             ;23/11/08                        ;23/11/08  ;2008-11-23 00:00
,32 ;,15               ;,22             ;24/11/08                        ;24/11/08  ;2008-11-24 00:00
,27 ;,16               ;,21             ;25/11/08                        ;25/11/08  ;2008-11-25 00:00
,16 ;,13               ;,14             ;26/11/08                        ;26/11/08  ;2008-11-26 00:00
,13 ;,12               ;,12             ;27/11/08                        ;27/11/08  ;2008-11-27 00:00
,12 ;,11               ;,11             ;28/11/08                        ;28/11/08  ;2008-11-28 00:00
,11 ;,1                ;,11             ;29/11/08                        ;29/11/08  ;2008-11-29 00:00
,1  ;,1                ;,1              ;30/11/08                        ;30/11/08  ;2008-11-30 00:00
,1  ;,09               ;,1              ;01/12/08                        ;01/12/08  ;2008-12-01 00:00
,1  ;,09               ;,1              ;02/12/08                        ;02/12/08  ;2008-12-02 00:00
,29 ;,1                ;,17             ;03/12/08                        ;03/12/08  ;2008-12-03 00:00
,27 ;,2                ;,23             ;04/12/08                        ;04/12/08  ;2008-12-04 00:00
,28 ;,17               ;,2              ;05/12/08                        ;05/12/08  ;2008-12-05 00:00
,33 ;,15               ;,17             ;07/12/08                        ;06/12/08  ;2008-12-06 00:00
,33 ;,17               ;,22             ;07/12/08                        ;08/12/08  ;2008-12-07 00:00
,17 ;,15               ;,16             ;08/12/08                        ;08/12/08  ;2008-12-08 00:00
,47 ;,15               ;,29             ;09/12/08                        ;09/12/08  ;2008-12-09 00:00
,27 ;,21               ;,24             ;10/12/08                        ;10/12/08  ;2008-12-10 00:00
,24 ;,21               ;,22             ;11/12/08                        ;11/12/08  ;2008-12-11 00:00
,23 ;,18               ;,2              ;12/12/08                        ;12/12/08  ;2008-12-12 00:00
,3  ;,17               ;,21             ;13/12/08                        ;13/12/08  ;2008-12-13 00:00
,23 ;,2                ;,22             ;14/12/08                        ;14/12/08  ;2008-12-14 00:00
,27 ;,17               ;,19             ;15/12/08                        ;15/12/08  ;2008-12-15 00:00
,37 ;,25               ;,3              ;16/12/08                        ;16/12/08  ;2008-12-16 00:00
,44 ;,23               ;,28             ;18/12/08                        ;17/12/08  ;2008-12-17 00:00
,45 ;,27               ;,33             ;18/12/08                        ;18/12/08  ;2008-12-18 00:00
,27 ;,21               ;,24             ;19/12/08                        ;19/12/08  ;2008-12-19 00:00
,21 ;,18               ;,2              ;20/12/08                        ;20/12/08  ;2008-12-20 00:00
,18 ;,17               ;,18             ;21/12/08                        ;21/12/08  ;2008-12-21 00:00
,17 ;,16               ;,16             ;22/12/08                        ;22/12/08  ;2008-12-22 00:00
,16 ;,15               ;,15             ;23/12/08                        ;23/12/08  ;2008-12-23 00:00
,15 ;,14               ;,14             ;24/12/08                        ;24/12/08  ;2008-12-24 00:00
,14 ;,14               ;,14             ;25/12/08                        ;25/12/08  ;2008-12-25 00:00
,14 ;,13               ;,14             ;26/12/08                        ;26/12/08  ;2008-12-26 00:00
,15 ;,13               ;,14             ;27/12/08                        ;27/12/08  ;2008-12-27 00:00
,15 ;,14               ;,15             ;28/12/08                        ;28/12/08  ;2008-12-28 00:00
,14 ;,14               ;,14             ;29/12/08                        ;29/12/08  ;2008-12-29 00:00
,13 ;,13               ;,13             ;30/12/08                        ;30/12/08  ;2008-12-30 00:00
,13 ;,13               ;,13             ;31/12/08                        ;31/12/08  ;2008-12-31 00:00
,12 ;,12               ;,12             ;01/01/09                        ;01/01/09  ;2009-01-01 00:00
,12 ;,12               ;,12             ;02/01/09                        ;02/01/09  ;2009-01-02 00:00
,12 ;,12               ;,12             ;03/01/09                        ;03/01/09  ;2009-01-03 00:00
,12 ;,11               ;,11             ;04/01/09                        ;04/01/09  ;2009-01-04 00:00
,12 ;,11               ;,11             ;05/01/09                        ;05/01/09  ;2009-01-05 00:00
,11 ;,11               ;,11             ;06/01/09                        ;06/01/09  ;2009-01-06 00:00
,11 ;,11               ;,11             ;07/01/09                        ;07/01/09  ;2009-01-07 00:00
,11 ;,11               ;,11             ;08/01/09                        ;08/01/09  ;2009-01-08 00:00
,11 ;,11               ;,11             ;09/01/09                        ;09/01/09  ;2009-01-09 00:00
,12 ;,11               ;,11             ;10/01/09                        ;10/01/09  ;2009-01-10 00:00
,12 ;,11               ;,11             ;11/01/09                        ;11/01/09  ;2009-01-11 00:00
,12 ;,11               ;,11             ;12/01/09                        ;12/01/09  ;2009-01-12 00:00
,12 ;,09               ;,11             ;13/01/09                        ;13/01/09  ;2009-01-13 00:00
,13 ;,13               ;,13             ;14/01/09                        ;14/01/09  ;2009-01-14 00:00
,13 ;,12               ;,13             ;15/01/09                        ;15/01/09  ;2009-01-15 00:00
,12 ;,12               ;,12             ;16/01/09                        ;16/01/09  ;2009-01-16 00:00
,14 ;,1                ;,12             ;17/01/09                        ;17/01/09  ;2009-01-17 00:00
,13 ;,12               ;,12             ;18/01/09                        ;18/01/09  ;2009-01-18 00:00
,13 ;,12               ;,12             ;19/01/09                        ;19/01/09  ;2009-01-19 00:00
,16 ;,15               ;,15             ;20/01/09                        ;20/01/09  ;2009-01-20 00:00
,14 ;,13               ;,14             ;21/01/09                        ;21/01/09  ;2009-01-21 00:00
,16 ;,16               ;,16             ;22/01/09                        ;22/01/09  ;2009-01-22 00:00
,15 ;,15               ;,15             ;23/01/09                        ;23/01/09  ;2009-01-23 00:00
,4  ;,21               ;,36             ;24/01/09                        ;24/01/09  ;2009-01-24 00:00
,21 ;,2                ;,21             ;25/01/09                        ;25/01/09  ;2009-01-25 00:00
,19 ;,18               ;,18             ;26/01/09                        ;26/01/09  ;2009-01-26 00:00
1,35;0                 ;1               ;27/01/09                        ;27/01/09  ;2009-01-27 00:00
,62 ;,4                ;,5              ;28/01/09                        ;28/01/09  ;2009-01-28 00:00
,42 ;,3                ;,35             ;29/01/09                        ;29/01/09  ;2009-01-29 00:00
,3  ;,24               ;,27             ;30/01/09                        ;31/01/09  ;2009-01-30 00:00
,33 ;,22               ;,24             ;31/01/09                        ;31/01/09  ;2009-01-31 00:00
,42 ;,23               ;,27             ;01/02/09                        ;01/02/09  ;2009-02-01 00:00
,37 ;,23               ;,26             ;02/02/09                        ;02/02/09  ;2009-02-02 00:00
,23 ;,21               ;,22             ;03/02/09                        ;03/02/09  ;2009-02-03 00:00
,21 ;,19               ;,2              ;04/02/09                        ;04/02/09  ;2009-02-04 00:00
,2  ;,18               ;,19             ;05/02/09                        ;05/02/09  ;2009-02-05 00:00
,23 ;,18               ;,2              ;06/02/09                        ;06/02/09  ;2009-02-06 00:00
,22 ;,19               ;,2              ;07/02/09                        ;07/02/09  ;2009-02-07 00:00
,42 ;,2                ;,24             ;09/02/09                        ;08/02/09  ;2009-02-08 00:00
,49 ;,37               ;,45             ;09/02/09                        ;09/02/09  ;2009-02-09 00:00
,36 ;,27               ;,31             ;10/02/09                        ;10/02/09  ;2009-02-10 00:00
,3  ;,24               ;,26             ;11/02/09                        ;11/02/09  ;2009-02-11 00:00
,46 ;,28               ;,36             ;12/02/09                        ;12/02/09  ;2009-02-12 00:00
,28 ;,24               ;,26             ;13/02/09                        ;13/02/09  ;2009-02-13 00:00
,24 ;,22               ;,23             ;14/02/09                        ;14/02/09  ;2009-02-14 00:00
,22 ;,2                ;,21             ;15/02/09                        ;15/02/09  ;2009-02-15 00:00
,2  ;,19               ;,2              ;16/02/09                        ;16/02/09  ;2009-02-16 00:00
,2  ;,19               ;,19             ;17/02/09                        ;17/02/09  ;2009-02-17 00:00
,19 ;,17               ;,18             ;18/02/09                        ;18/02/09  ;2009-02-18 00:00
,27 ;,15               ;,16             ;19/02/09                        ;19/02/09  ;2009-02-19 00:00
,15 ;,15               ;,15             ;20/02/09                        ;20/02/09  ;2009-02-20 00:00
,15 ;,14               ;,14             ;21/02/09                        ;21/02/09  ;2009-02-21 00:00
,14 ;,14               ;,14             ;22/02/09                        ;22/02/09  ;2009-02-22 00:00
,14 ;,13               ;,13             ;23/02/09                        ;23/02/09  ;2009-02-23 00:00
,13 ;,13               ;,13             ;24/02/09                        ;24/02/09  ;2009-02-24 00:00
,13 ;,12               ;,12             ;25/02/09                        ;25/02/09  ;2009-02-25 00:00
,12 ;,12               ;,12             ;26/02/09                        ;26/02/09  ;2009-02-26 00:00
,12 ;,12               ;,12             ;27/02/09                        ;27/02/09  ;2009-02-27 00:00
,12 ;,11               ;,12             ;28/02/09                        ;28/02/09  ;2009-02-28 00:00
,11 ;,11               ;,11             ;01/03/09                        ;01/03/09  ;2009-03-01 00:00
,11 ;,11               ;,11             ;02/03/09                        ;02/03/09  ;2009-03-02 00:00
,11 ;,11               ;,11             ;03/03/09                        ;03/03/09  ;2009-03-03 00:00
,23 ;,11               ;,14             ;04/03/09                        ;04/03/09  ;2009-03-04 00:00
,18 ;,14               ;,16             ;05/03/09                        ;05/03/09  ;2009-03-05 00:00
