VALOR_MAX;VALOR_MIN         ;VALOR_MED       ;FECHA_MAX                       ;FECHA_MIN ;FECHA         
    ;                  ;                ;                                ;          ;2004-11-07 00:00
    ;                  ;                ;                                ;          ;2004-11-08 00:00
    ;                  ;                ;                                ;          ;2004-11-09 00:00
    ;                  ;                ;                                ;          ;2004-11-10 00:00
    ;                  ;                ;                                ;          ;2004-11-11 00:00
    ;                  ;                ;                                ;          ;2004-11-12 00:00
    ;                  ;                ;                                ;          ;2004-11-13 00:00
    ;                  ;                ;                                ;          ;2004-11-14 00:00
    ;                  ;                ;                                ;          ;2004-11-15 00:00
7,7 ;,99               ;1,34            ;16/11/04                        ;16/11/04  ;2004-11-16 00:00
1,01;,98               ;1               ;17/11/04                        ;18/11/04  ;2004-11-17 00:00
,98 ;,9                ;,94             ;18/11/04                        ;18/11/04  ;2004-11-18 00:00
,93 ;,9                ;,91             ;19/11/04                        ;20/11/04  ;2004-11-19 00:00
,92 ;,88               ;,91             ;20/11/04                        ;20/11/04  ;2004-11-20 00:00
,93 ;,89               ;,9              ;21/11/04                        ;21/11/04  ;2004-11-21 00:00
,9  ;,87               ;,89             ;22/11/04                        ;23/11/04  ;2004-11-22 00:00
,9  ;,85               ;,87             ;23/11/04                        ;23/11/04  ;2004-11-23 00:00
,88 ;,84               ;,86             ;24/11/04                        ;24/11/04  ;2004-11-24 00:00
,89 ;,8                ;,84             ;25/11/04                        ;25/11/04  ;2004-11-25 00:00
,9  ;,76               ;,84             ;26/11/04                        ;26/11/04  ;2004-11-26 00:00
,87 ;,71               ;,81             ;27/11/04                        ;27/11/04  ;2004-11-27 00:00
,82 ;,78               ;,8              ;28/11/04                        ;28/11/04  ;2004-11-28 00:00
1,75;,78               ;,81             ;29/11/04                        ;29/11/04  ;2004-11-29 00:00
,91 ;,7                ;,79             ;30/11/04                        ;30/11/04  ;2004-11-30 00:00
,84 ;,79               ;,81             ;01/12/04                        ;01/12/04  ;2004-12-01 00:00
,96 ;,82               ;,89             ;02/12/04                        ;02/12/04  ;2004-12-02 00:00
,98 ;,86               ;,92             ;03/12/04                        ;03/12/04  ;2004-12-03 00:00
1,1 ;,95               ;1,02            ;05/12/04                        ;04/12/04  ;2004-12-04 00:00
1,12;1,03              ;1,07            ;05/12/04                        ;05/12/04  ;2004-12-05 00:00
1,05;,97               ;1               ;06/12/04                        ;06/12/04  ;2004-12-06 00:00
1,01;,84               ;,94             ;07/12/04                        ;07/12/04  ;2004-12-07 00:00
,93 ;,91               ;,92             ;08/12/04                        ;09/12/04  ;2004-12-08 00:00
,91 ;,85               ;,89             ;09/12/04                        ;09/12/04  ;2004-12-09 00:00
,9  ;,84               ;,87             ;10/12/04                        ;10/12/04  ;2004-12-10 00:00
,88 ;,85               ;,87             ;11/12/04                        ;12/12/04  ;2004-12-11 00:00
,88 ;,85               ;,87             ;12/12/04                        ;12/12/04  ;2004-12-12 00:00
,88 ;,86               ;,86             ;13/12/04                        ;14/12/04  ;2004-12-13 00:00
,86 ;,82               ;,85             ;14/12/04                        ;14/12/04  ;2004-12-14 00:00
,85 ;,8                ;,83             ;15/12/04                        ;15/12/04  ;2004-12-15 00:00
,83 ;,79               ;,81             ;16/12/04                        ;16/12/04  ;2004-12-16 00:00
,82 ;,77               ;,8              ;17/12/04                        ;17/12/04  ;2004-12-17 00:00
,84 ;,77               ;,81             ;18/12/04                        ;18/12/04  ;2004-12-18 00:00
1,25;,83               ;1,05            ;20/12/04                        ;19/12/04  ;2004-12-19 00:00
1,35;1,23              ;1,29            ;21/12/04                        ;20/12/04  ;2004-12-20 00:00
1,65;1,36              ;1,55            ;21/12/04                        ;21/12/04  ;2004-12-21 00:00
1,53;1,31              ;1,42            ;22/12/04                        ;23/12/04  ;2004-12-22 00:00
1,3 ;1,23              ;1,25            ;23/12/04                        ;24/12/04  ;2004-12-23 00:00
1,23;1,16              ;1,2             ;24/12/04                        ;24/12/04  ;2004-12-24 00:00
1,19;1,1               ;1,16            ;25/12/04                        ;25/12/04  ;2004-12-25 00:00
1,11;1,01              ;1,07            ;26/12/04                        ;27/12/04  ;2004-12-26 00:00
1,07;1,01              ;1,04            ;27/12/04                        ;27/12/04  ;2004-12-27 00:00
1,11;,94               ;1,03            ;28/12/04                        ;28/12/04  ;2004-12-28 00:00
1,38;1,03              ;1,17            ;29/12/04                        ;29/12/04  ;2004-12-29 00:00
1,86;1,37              ;1,6             ;31/12/04                        ;30/12/04  ;2004-12-30 00:00
1,98;1,86              ;1,91            ;31/12/04                        ;31/12/04  ;2004-12-31 00:00
1,98;1,87              ;1,94            ;01/01/05                        ;01/01/05  ;2005-01-01 00:00
1,88;1,57              ;1,71            ;02/01/05                        ;03/01/05  ;2005-01-02 00:00
1,57;1,48              ;1,51            ;03/01/05                        ;04/01/05  ;2005-01-03 00:00
1,51;1,44              ;1,48            ;04/01/05                        ;05/01/05  ;2005-01-04 00:00
1,44;1,24              ;1,36            ;05/01/05                        ;05/01/05  ;2005-01-05 00:00
1,3 ;1,18              ;1,23            ;06/01/05                        ;07/01/05  ;2005-01-06 00:00
1,17;1,12              ;1,15            ;07/01/05                        ;08/01/05  ;2005-01-07 00:00
1,12;1,05              ;1,09            ;08/01/05                        ;08/01/05  ;2005-01-08 00:00
1,09;1,01              ;1,06            ;09/01/05                        ;09/01/05  ;2005-01-09 00:00
1,06;1,01              ;1,03            ;10/01/05                        ;10/01/05  ;2005-01-10 00:00
1,05;,91               ;1               ;11/01/05                        ;11/01/05  ;2005-01-11 00:00
,99 ;,95               ;,97             ;12/01/05                        ;12/01/05  ;2005-01-12 00:00
,99 ;,86               ;,95             ;13/01/05                        ;13/01/05  ;2005-01-13 00:00
,96 ;,93               ;,94             ;14/01/05                        ;14/01/05  ;2005-01-14 00:00
,94 ;,89               ;,93             ;15/01/05                        ;15/01/05  ;2005-01-15 00:00
,94 ;,91               ;,92             ;16/01/05                        ;16/01/05  ;2005-01-16 00:00
,95 ;,87               ;,92             ;17/01/05                        ;17/01/05  ;2005-01-17 00:00
,92 ;,83               ;,9              ;18/01/05                        ;18/01/05  ;2005-01-18 00:00
,93 ;,83               ;,88             ;19/01/05                        ;19/01/05  ;2005-01-19 00:00
1,7 ;,92               ;1,21            ;21/01/05                        ;20/01/05  ;2005-01-20 00:00
2,08;1,72              ;1,92            ;21/01/05                        ;21/01/05  ;2005-01-21 00:00
2,06;1,44              ;1,71            ;22/01/05                        ;22/01/05  ;2005-01-22 00:00
1,44;1,23              ;1,32            ;23/01/05                        ;23/01/05  ;2005-01-23 00:00
1,23;1,12              ;1,19            ;24/01/05                        ;24/01/05  ;2005-01-24 00:00
1,17;1,09              ;1,13            ;25/01/05                        ;25/01/05  ;2005-01-25 00:00
1,12;1,01              ;1,06            ;26/01/05                        ;27/01/05  ;2005-01-26 00:00
1,04;,99               ;1,01            ;27/01/05                        ;27/01/05  ;2005-01-27 00:00
1,04;,98               ;1,01            ;28/01/05                        ;28/01/05  ;2005-01-28 00:00
1,01;,97               ;1               ;29/01/05                        ;29/01/05  ;2005-01-29 00:00
1,17;1                 ;1,1             ;30/01/05                        ;30/01/05  ;2005-01-30 00:00
1,22;1,13              ;1,18            ;31/01/05                        ;31/01/05  ;2005-01-31 00:00
1,2 ;1,06              ;1,14            ;01/02/05                        ;01/02/05  ;2005-02-01 00:00
1,27;1,04              ;1,14            ;03/02/05                        ;02/02/05  ;2005-02-02 00:00
1,65;1,28              ;1,49            ;03/02/05                        ;03/02/05  ;2005-02-03 00:00
1,65;1,44              ;1,56            ;04/02/05                        ;04/02/05  ;2005-02-04 00:00
1,47;1,36              ;1,4             ;05/02/05                        ;06/02/05  ;2005-02-05 00:00
1,36;1,26              ;1,31            ;06/02/05                        ;06/02/05  ;2005-02-06 00:00
1,25;1,17              ;1,22            ;07/02/05                        ;07/02/05  ;2005-02-07 00:00
1,22;1,15              ;1,19            ;08/02/05                        ;08/02/05  ;2005-02-08 00:00
1,19;1,13              ;1,17            ;09/02/05                        ;09/02/05  ;2005-02-09 00:00
1,18;1,13              ;1,15            ;10/02/05                        ;10/02/05  ;2005-02-10 00:00
1,17;1                 ;1,12            ;11/02/05                        ;11/02/05  ;2005-02-11 00:00
1,14;1                 ;1,1             ;12/02/05                        ;12/02/05  ;2005-02-12 00:00
1,15;1,11              ;1,12            ;13/02/05                        ;13/02/05  ;2005-02-13 00:00
1,57;1,15              ;1,3             ;14/02/05                        ;14/02/05  ;2005-02-14 00:00
1,92;1,57              ;1,78            ;15/02/05                        ;15/02/05  ;2005-02-15 00:00
1,98;1,92              ;1,95            ;16/02/05                        ;16/02/05  ;2005-02-16 00:00
1,97;1,57              ;1,78            ;17/02/05                        ;18/02/05  ;2005-02-17 00:00
1,57;1,38              ;1,46            ;18/02/05                        ;19/02/05  ;2005-02-18 00:00
1,39;1,28              ;1,33            ;19/02/05                        ;19/02/05  ;2005-02-19 00:00
1,48;1,27              ;1,33            ;21/02/05                        ;20/02/05  ;2005-02-20 00:00
1,99;1,49              ;1,81            ;21/02/05                        ;21/02/05  ;2005-02-21 00:00
2,01;1,79              ;1,96            ;22/02/05                        ;22/02/05  ;2005-02-22 00:00
1,79;1,51              ;1,64            ;23/02/05                        ;23/02/05  ;2005-02-23 00:00
1,53;1,42              ;1,48            ;24/02/05                        ;24/02/05  ;2005-02-24 00:00
1,43;1,36              ;1,39            ;25/02/05                        ;25/02/05  ;2005-02-25 00:00
1,36;1,22              ;1,31            ;26/02/05                        ;26/02/05  ;2005-02-26 00:00
1,29;1,2               ;1,26            ;27/02/05                        ;27/02/05  ;2005-02-27 00:00
1,2 ;1,17              ;1,18            ;28/02/05                        ;28/02/05  ;2005-02-28 00:00
1,2 ;1,17              ;1,19            ;01/03/05                        ;01/03/05  ;2005-03-01 00:00
1,17;1,12              ;1,15            ;02/03/05                        ;02/03/05  ;2005-03-02 00:00
1,13;1,09              ;1,11            ;03/03/05                        ;03/03/05  ;2005-03-03 00:00
1,12;,96               ;1,07            ;04/03/05                        ;04/03/05  ;2005-03-04 00:00
1,1 ;1,03              ;1,06            ;05/03/05                        ;05/03/05  ;2005-03-05 00:00
1,3 ;1,06              ;1,11            ;07/03/05                        ;06/03/05  ;2005-03-06 00:00
1,52;1,31              ;1,42            ;07/03/05                        ;07/03/05  ;2005-03-07 00:00
1,53;1,32              ;1,42            ;08/03/05                        ;08/03/05  ;2005-03-08 00:00
1,32;1,23              ;1,27            ;09/03/05                        ;09/03/05  ;2005-03-09 00:00
1,25;1,11              ;1,21            ;10/03/05                        ;10/03/05  ;2005-03-10 00:00
1,18;1,08              ;1,16            ;11/03/05                        ;11/03/05  ;2005-03-11 00:00
1,17;1,11              ;1,16            ;12/03/05                        ;12/03/05  ;2005-03-12 00:00
1,21;1,06              ;1,17            ;13/03/05                        ;13/03/05  ;2005-03-13 00:00
1,28;1,06              ;1,21            ;14/03/05                        ;14/03/05  ;2005-03-14 00:00
1,32;1,23              ;1,27            ;15/03/05                        ;15/03/05  ;2005-03-15 00:00
1,71;1,32              ;1,52            ;16/03/05                        ;16/03/05  ;2005-03-16 00:00
2,03;1,72              ;1,85            ;17/03/05                        ;17/03/05  ;2005-03-17 00:00
2,08;1,99              ;2,04            ;18/03/05                        ;18/03/05  ;2005-03-18 00:00
2,03;1,95              ;1,98            ;19/03/05                        ;19/03/05  ;2005-03-19 00:00
1,98;1,85              ;1,92            ;20/03/05                        ;20/03/05  ;2005-03-20 00:00
1,85;1,76              ;1,79            ;21/03/05                        ;21/03/05  ;2005-03-21 00:00
1,86;1,76              ;1,81            ;22/03/05                        ;22/03/05  ;2005-03-22 00:00
1,94;1,8               ;1,89            ;23/03/05                        ;24/03/05  ;2005-03-23 00:00
1,8 ;1,49              ;1,65            ;24/03/05                        ;24/03/05  ;2005-03-24 00:00
1,53;1,45              ;1,51            ;25/03/05                        ;25/03/05  ;2005-03-25 00:00
1,44;1,39              ;1,41            ;26/03/05                        ;26/03/05  ;2005-03-26 00:00
1,39;1,31              ;1,35            ;27/03/05                        ;27/03/05  ;2005-03-27 00:00
1,34;1,27              ;1,31            ;28/03/05                        ;28/03/05  ;2005-03-28 00:00
1,27;1,21              ;1,24            ;29/03/05                        ;29/03/05  ;2005-03-29 00:00
1,21;1,15              ;1,17            ;30/03/05                        ;30/03/05  ;2005-03-30 00:00
1,15;1,09              ;1,12            ;31/03/05                        ;31/03/05  ;2005-03-31 00:00
1,12;1,05              ;1,08            ;01/04/05                        ;01/04/05  ;2005-04-01 00:00
1,09;1,06              ;1,07            ;02/04/05                        ;02/04/05  ;2005-04-02 00:00
1,08;1,05              ;1,07            ;03/04/05                        ;03/04/05  ;2005-04-03 00:00
1,08;1,05              ;1,06            ;04/04/05                        ;04/04/05  ;2005-04-04 00:00
1,11;,92               ;1,04            ;05/04/05                        ;05/04/05  ;2005-04-05 00:00
1,04;1,02              ;1,03            ;06/04/05                        ;06/04/05  ;2005-04-06 00:00
1,03;,99               ;1,02            ;07/04/05                        ;07/04/05  ;2005-04-07 00:00
1,03;,97               ;1,01            ;08/04/05                        ;08/04/05  ;2005-04-08 00:00
1,06;,98               ;1,01            ;09/04/05                        ;09/04/05  ;2005-04-09 00:00
1,17;1,06              ;1,12            ;10/04/05                        ;10/04/05  ;2005-04-10 00:00
1,39;1,14              ;1,2             ;12/04/05                        ;11/04/05  ;2005-04-11 00:00
1,52;1,39              ;1,48            ;12/04/05                        ;12/04/05  ;2005-04-12 00:00
1,66;1,48              ;1,51            ;13/04/05                        ;13/04/05  ;2005-04-13 00:00
1,48;1,41              ;1,44            ;14/04/05                        ;14/04/05  ;2005-04-14 00:00
1,42;1,3               ;1,36            ;15/04/05                        ;15/04/05  ;2005-04-15 00:00
1,38;1,3               ;1,34            ;16/04/05                        ;16/04/05  ;2005-04-16 00:00
1,9 ;1,32              ;1,61            ;17/04/05                        ;17/04/05  ;2005-04-17 00:00
1,92;1,84              ;1,88            ;18/04/05                        ;18/04/05  ;2005-04-18 00:00
2,03;1,89              ;1,97            ;19/04/05                        ;19/04/05  ;2005-04-19 00:00
2,03;1,78              ;1,89            ;20/04/05                        ;20/04/05  ;2005-04-20 00:00
1,78;1,63              ;1,69            ;21/04/05                        ;21/04/05  ;2005-04-21 00:00
2,2 ;1,69              ;1,97            ;23/04/05                        ;22/04/05  ;2005-04-22 00:00
2,26;1,99              ;2,16            ;23/04/05                        ;23/04/05  ;2005-04-23 00:00
1,98;1,64              ;1,81            ;24/04/05                        ;24/04/05  ;2005-04-24 00:00
1,67;1,5               ;1,59            ;25/04/05                        ;25/04/05  ;2005-04-25 00:00
1,5 ;1,34              ;1,44            ;26/04/05                        ;26/04/05  ;2005-04-26 00:00
1,38;1,27              ;1,32            ;27/04/05                        ;27/04/05  ;2005-04-27 00:00
1,3 ;1,16              ;1,23            ;28/04/05                        ;28/04/05  ;2005-04-28 00:00
1,18;,99               ;1,12            ;29/04/05                        ;29/04/05  ;2005-04-29 00:00
1,11;1,03              ;1,08            ;30/04/05                        ;30/04/05  ;2005-04-30 00:00
1,04;1,02              ;1,03            ;01/05/05                        ;01/05/05  ;2005-05-01 00:00
1,02;,96               ;1,01            ;02/05/05                        ;02/05/05  ;2005-05-02 00:00
1,1 ;,91               ;,99             ;03/05/05                        ;03/05/05  ;2005-05-03 00:00
,97 ;,92               ;,95             ;04/05/05                        ;04/05/05  ;2005-05-04 00:00
,95 ;,92               ;,94             ;05/05/05                        ;05/05/05  ;2005-05-05 00:00
,95 ;,9                ;,92             ;06/05/05                        ;06/05/05  ;2005-05-06 00:00
,92 ;,88               ;,91             ;07/05/05                        ;07/05/05  ;2005-05-07 00:00
,93 ;,89               ;,92             ;08/05/05                        ;08/05/05  ;2005-05-08 00:00
,95 ;,84               ;,91             ;09/05/05                        ;09/05/05  ;2005-05-09 00:00
,93 ;,9                ;,92             ;10/05/05                        ;10/05/05  ;2005-05-10 00:00
,96 ;,9                ;,93             ;11/05/05                        ;11/05/05  ;2005-05-11 00:00
,96 ;,91               ;,94             ;12/05/05                        ;12/05/05  ;2005-05-12 00:00
1,06;,96               ;1,02            ;13/05/05                        ;13/05/05  ;2005-05-13 00:00
1,14;1,01              ;1,05            ;14/05/05                        ;14/05/05  ;2005-05-14 00:00
1,21;1,01              ;1,1             ;15/05/05                        ;15/05/05  ;2005-05-15 00:00
1,08;,9                ;1,03            ;16/05/05                        ;16/05/05  ;2005-05-16 00:00
1,03;,95               ;1               ;17/05/05                        ;17/05/05  ;2005-05-17 00:00
1,74;,97               ;1,25            ;18/05/05                        ;18/05/05  ;2005-05-18 00:00
1,75;1,29              ;1,55            ;19/05/05                        ;19/05/05  ;2005-05-19 00:00
1,28;1,11              ;1,2             ;20/05/05                        ;21/05/05  ;2005-05-20 00:00
1,11;1,03              ;1,07            ;21/05/05                        ;21/05/05  ;2005-05-21 00:00
1,03;,95               ;,99             ;22/05/05                        ;22/05/05  ;2005-05-22 00:00
,96 ;,91               ;,95             ;23/05/05                        ;23/05/05  ;2005-05-23 00:00
,94 ;,91               ;,93             ;24/05/05                        ;24/05/05  ;2005-05-24 00:00
,94 ;,9                ;,93             ;25/05/05                        ;25/05/05  ;2005-05-25 00:00
,93 ;,85               ;,88             ;26/05/05                        ;26/05/05  ;2005-05-26 00:00
,86 ;,83               ;,85             ;27/05/05                        ;27/05/05  ;2005-05-27 00:00
,88 ;,8                ;,84             ;28/05/05                        ;28/05/05  ;2005-05-28 00:00
,85 ;,77               ;,82             ;29/05/05                        ;29/05/05  ;2005-05-29 00:00
,85 ;,75               ;,81             ;30/05/05                        ;30/05/05  ;2005-05-30 00:00
,85 ;,77               ;,8              ;31/05/05                        ;31/05/05  ;2005-05-31 00:00
,84 ;,79               ;,82             ;01/06/05                        ;01/06/05  ;2005-06-01 00:00
,83 ;,76               ;,8              ;02/06/05                        ;02/06/05  ;2005-06-02 00:00
,82 ;,76               ;,79             ;03/06/05                        ;03/06/05  ;2005-06-03 00:00
,81 ;,75               ;,78             ;04/06/05                        ;04/06/05  ;2005-06-04 00:00
,82 ;,77               ;,8              ;05/06/05                        ;05/06/05  ;2005-06-05 00:00
,81 ;,77               ;,79             ;06/06/05                        ;06/06/05  ;2005-06-06 00:00
,82 ;,76               ;,79             ;07/06/05                        ;07/06/05  ;2005-06-07 00:00
,81 ;,75               ;,78             ;08/06/05                        ;08/06/05  ;2005-06-08 00:00
,83 ;,7                ;,77             ;09/06/05                        ;09/06/05  ;2005-06-09 00:00
,83 ;,72               ;,76             ;10/06/05                        ;10/06/05  ;2005-06-10 00:00
,8  ;,74               ;,78             ;11/06/05                        ;11/06/05  ;2005-06-11 00:00
,83 ;,74               ;,79             ;12/06/05                        ;12/06/05  ;2005-06-12 00:00
,86 ;,74               ;,82             ;14/06/05                        ;13/06/05  ;2005-06-13 00:00
,95 ;,81               ;,88             ;14/06/05                        ;14/06/05  ;2005-06-14 00:00
,95 ;,85               ;,9              ;15/06/05                        ;15/06/05  ;2005-06-15 00:00
,86 ;,79               ;,83             ;16/06/05                        ;16/06/05  ;2005-06-16 00:00
,83 ;,79               ;,8              ;17/06/05                        ;17/06/05  ;2005-06-17 00:00
1,14;,76               ;,78             ;18/06/05                        ;18/06/05  ;2005-06-18 00:00
,78 ;,74               ;,76             ;19/06/05                        ;19/06/05  ;2005-06-19 00:00
,81 ;,71               ;,77             ;20/06/05                        ;20/06/05  ;2005-06-20 00:00
,8  ;,75               ;,77             ;21/06/05                        ;21/06/05  ;2005-06-21 00:00
,8  ;,76               ;,78             ;22/06/05                        ;22/06/05  ;2005-06-22 00:00
,79 ;,74               ;,77             ;23/06/05                        ;23/06/05  ;2005-06-23 00:00
,85 ;,68               ;,76             ;24/06/05                        ;24/06/05  ;2005-06-24 00:00
,83 ;,72               ;,75             ;25/06/05                        ;25/06/05  ;2005-06-25 00:00
,79 ;,74               ;,77             ;26/06/05                        ;26/06/05  ;2005-06-26 00:00
,79 ;,73               ;,76             ;27/06/05                        ;27/06/05  ;2005-06-27 00:00
,78 ;,73               ;,75             ;28/06/05                        ;28/06/05  ;2005-06-28 00:00
,84 ;,74               ;,79             ;29/06/05                        ;29/06/05  ;2005-06-29 00:00
,84 ;,7                ;,79             ;30/06/05                        ;30/06/05  ;2005-06-30 00:00
,78 ;,7                ;,75             ;01/07/05                        ;01/07/05  ;2005-07-01 00:00
,79 ;,75               ;,77             ;02/07/05                        ;02/07/05  ;2005-07-02 00:00
,81 ;,75               ;,77             ;03/07/05                        ;03/07/05  ;2005-07-03 00:00
,79 ;,68               ;,73             ;04/07/05                        ;04/07/05  ;2005-07-04 00:00
,74 ;,69               ;,72             ;05/07/05                        ;05/07/05  ;2005-07-05 00:00
,74 ;,69               ;,71             ;06/07/05                        ;06/07/05  ;2005-07-06 00:00
,74 ;,7                ;,72             ;07/07/05                        ;07/07/05  ;2005-07-07 00:00
,78 ;,73               ;,75             ;09/07/05                        ;08/07/05  ;2005-07-08 00:00
,79 ;,74               ;,77             ;09/07/05                        ;09/07/05  ;2005-07-09 00:00
,77 ;,74               ;,75             ;10/07/05                        ;10/07/05  ;2005-07-10 00:00
,79 ;,76               ;,78             ;11/07/05                        ;11/07/05  ;2005-07-11 00:00
,84 ;,74               ;,8              ;13/07/05                        ;12/07/05  ;2005-07-12 00:00
,84 ;,74               ;,78             ;13/07/05                        ;13/07/05  ;2005-07-13 00:00
,8  ;,71               ;,77             ;14/07/05                        ;14/07/05  ;2005-07-14 00:00
,84 ;,74               ;,8              ;15/07/05                        ;15/07/05  ;2005-07-15 00:00
,84 ;,8                ;,82             ;16/07/05                        ;16/07/05  ;2005-07-16 00:00
,84 ;,79               ;,82             ;17/07/05                        ;17/07/05  ;2005-07-17 00:00
,84 ;,77               ;,81             ;18/07/05                        ;18/07/05  ;2005-07-18 00:00
,8  ;,75               ;,78             ;19/07/05                        ;19/07/05  ;2005-07-19 00:00
,78 ;,72               ;,75             ;20/07/05                        ;20/07/05  ;2005-07-20 00:00
,77 ;,72               ;,74             ;21/07/05                        ;21/07/05  ;2005-07-21 00:00
,76 ;,72               ;,74             ;22/07/05                        ;22/07/05  ;2005-07-22 00:00
,77 ;,73               ;,76             ;23/07/05                        ;23/07/05  ;2005-07-23 00:00
,8  ;,74               ;,77             ;24/07/05                        ;24/07/05  ;2005-07-24 00:00
,84 ;,75               ;,8              ;25/07/05                        ;25/07/05  ;2005-07-25 00:00
,89 ;,73               ;,81             ;26/07/05                        ;26/07/05  ;2005-07-26 00:00
,83 ;,79               ;,81             ;27/07/05                        ;27/07/05  ;2005-07-27 00:00
,81 ;,78               ;,8              ;28/07/05                        ;28/07/05  ;2005-07-28 00:00
,81 ;,75               ;,78             ;29/07/05                        ;29/07/05  ;2005-07-29 00:00
,78 ;,74               ;,76             ;30/07/05                        ;30/07/05  ;2005-07-30 00:00
,79 ;,73               ;,76             ;31/07/05                        ;31/07/05  ;2005-07-31 00:00
,8  ;,7                ;,76             ;01/08/05                        ;01/08/05  ;2005-08-01 00:00
,81 ;,74               ;,77             ;02/08/05                        ;02/08/05  ;2005-08-02 00:00
,79 ;,72               ;,76             ;03/08/05                        ;03/08/05  ;2005-08-03 00:00
,78 ;,73               ;,76             ;04/08/05                        ;04/08/05  ;2005-08-04 00:00
,78 ;,73               ;,76             ;05/08/05                        ;05/08/05  ;2005-08-05 00:00
,79 ;,74               ;,76             ;06/08/05                        ;06/08/05  ;2005-08-06 00:00
,79 ;,75               ;,77             ;07/08/05                        ;07/08/05  ;2005-08-07 00:00
,86 ;,7                ;,78             ;08/08/05                        ;08/08/05  ;2005-08-08 00:00
,79 ;,75               ;,77             ;09/08/05                        ;09/08/05  ;2005-08-09 00:00
,83 ;,74               ;,79             ;10/08/05                        ;10/08/05  ;2005-08-10 00:00
,87 ;,75               ;,82             ;11/08/05                        ;11/08/05  ;2005-08-11 00:00
,84 ;,8                ;,82             ;12/08/05                        ;12/08/05  ;2005-08-12 00:00
,83 ;,76               ;,8              ;13/08/05                        ;13/08/05  ;2005-08-13 00:00
,81 ;,76               ;,79             ;14/08/05                        ;14/08/05  ;2005-08-14 00:00
,81 ;,77               ;,8              ;15/08/05                        ;15/08/05  ;2005-08-15 00:00
,84 ;,74               ;,8              ;16/08/05                        ;16/08/05  ;2005-08-16 00:00
,82 ;,71               ;,79             ;17/08/05                        ;17/08/05  ;2005-08-17 00:00
,83 ;,74               ;,78             ;18/08/05                        ;18/08/05  ;2005-08-18 00:00
,8  ;,75               ;,78             ;19/08/05                        ;19/08/05  ;2005-08-19 00:00
,79 ;,74               ;,77             ;20/08/05                        ;20/08/05  ;2005-08-20 00:00
,8  ;,73               ;,76             ;21/08/05                        ;21/08/05  ;2005-08-21 00:00
,78 ;,73               ;,75             ;22/08/05                        ;22/08/05  ;2005-08-22 00:00
,76 ;,73               ;,74             ;23/08/05                        ;23/08/05  ;2005-08-23 00:00
,78 ;,75               ;,76             ;24/08/05                        ;24/08/05  ;2005-08-24 00:00
,79 ;,7                ;,75             ;25/08/05                        ;25/08/05  ;2005-08-25 00:00
,79 ;,65               ;,73             ;26/08/05                        ;26/08/05  ;2005-08-26 00:00
,74 ;,7                ;,72             ;27/08/05                        ;27/08/05  ;2005-08-27 00:00
,79 ;,74               ;,75             ;28/08/05                        ;28/08/05  ;2005-08-28 00:00
,79 ;,75               ;,77             ;29/08/05                        ;29/08/05  ;2005-08-29 00:00
,79 ;,74               ;,76             ;30/08/05                        ;30/08/05  ;2005-08-30 00:00
,79 ;,73               ;,76             ;31/08/05                        ;31/08/05  ;2005-08-31 00:00
,89 ;,74               ;,78             ;01/09/05                        ;01/09/05  ;2005-09-01 00:00
,84 ;,77               ;,81             ;02/09/05                        ;02/09/05  ;2005-09-02 00:00
,83 ;,8                ;,82             ;03/09/05                        ;03/09/05  ;2005-09-03 00:00
,82 ;,77               ;,81             ;04/09/05                        ;04/09/05  ;2005-09-04 00:00
,79 ;,74               ;,77             ;05/09/05                        ;05/09/05  ;2005-09-05 00:00
,79 ;,72               ;,77             ;06/09/05                        ;06/09/05  ;2005-09-06 00:00
,78 ;,73               ;,76             ;07/09/05                        ;07/09/05  ;2005-09-07 00:00
,81 ;,73               ;,78             ;08/09/05                        ;08/09/05  ;2005-09-08 00:00
,92 ;,81               ;,87             ;09/09/05                        ;09/09/05  ;2005-09-09 00:00
,91 ;,79               ;,88             ;10/09/05                        ;10/09/05  ;2005-09-10 00:00
,87 ;,81               ;,85             ;11/09/05                        ;11/09/05  ;2005-09-11 00:00
,85 ;,77               ;,82             ;12/09/05                        ;12/09/05  ;2005-09-12 00:00
,83 ;,79               ;,81             ;13/09/05                        ;13/09/05  ;2005-09-13 00:00
,84 ;,82               ;,83             ;14/09/05                        ;14/09/05  ;2005-09-14 00:00
,84 ;,79               ;,82             ;15/09/05                        ;15/09/05  ;2005-09-15 00:00
,79 ;,73               ;,77             ;16/09/05                        ;16/09/05  ;2005-09-16 00:00
,74 ;,69               ;,72             ;17/09/05                        ;17/09/05  ;2005-09-17 00:00
,72 ;,64               ;,69             ;18/09/05                        ;18/09/05  ;2005-09-18 00:00
,75 ;,67               ;,73             ;19/09/05                        ;19/09/05  ;2005-09-19 00:00
,76 ;,68               ;,72             ;20/09/05                        ;20/09/05  ;2005-09-20 00:00
,76 ;,68               ;,72             ;21/09/05                        ;21/09/05  ;2005-09-21 00:00
,75 ;,66               ;,7              ;22/09/05                        ;22/09/05  ;2005-09-22 00:00
,76 ;,69               ;,73             ;23/09/05                        ;23/09/05  ;2005-09-23 00:00
,74 ;,69               ;,72             ;24/09/05                        ;24/09/05  ;2005-09-24 00:00
,75 ;,7                ;,73             ;25/09/05                        ;25/09/05  ;2005-09-25 00:00
,77 ;,73               ;,76             ;26/09/05                        ;26/09/05  ;2005-09-26 00:00
